filename,CU:,SR:,CS:,species,master_tape
9400807B,200  B3:00.00  1:08.756,148100,2.493,Pantropical Spotted Dolphin,94008
9400807C,200  B3:00.00  1:11.635,148100,1.714,Pantropical Spotted Dolphin,94008
9400807D,200  B3:00.00  1:26.981,148100,2.433,Pantropical Spotted Dolphin,94008
9400807E,200  B3:00.00  1:30.602,148100,4.749,Pantropical Spotted Dolphin,94008
9400807F,200  B3:00.00  1:37.133,148100,2.137,Pantropical Spotted Dolphin,94008
9400807G,200  B3:00.00  1:42.160,148100,0.855,Pantropical Spotted Dolphin,94008
9400807H,200  B3:00.00  1:43.871,148100,0.534,Pantropical Spotted Dolphin,94008
9400807I,200  B3:00.00  1:47.454,148100,0.989,Pantropical Spotted Dolphin,94008
9400807J,200  B3:00.00  2:02.125,148100,1.721,Pantropical Spotted Dolphin,94008
9400807K,200  B3:00.00  2:07.231,148100,1.484,Pantropical Spotted Dolphin,94008
9400807L,200  B3:00.00  2:11.691,148100,1.486,Pantropical Spotted Dolphin,94008
9400807M,200  B3:00.00  2:22.339,148100,0.979,Pantropical Spotted Dolphin,94008
9400807N,200  B3:00.00  0:42.762,148100,15.187,Pantropical Spotted Dolphin,94008
9400807O,200  B3:00.00  1:28.337,148100,15.468,Pantropical Spotted Dolphin,94008
9400807P,0  B29:00.00  1:08.537,80000,1.184,Pantropical Spotted Dolphin,94008
9400807Q,0  B29:00.00  5:45.226,80000,0.775,Pantropical Spotted Dolphin,94008
9400807R,0  B29:00.00  5:45.226,80000,0.876,Pantropical Spotted Dolphin,94008
9400807S,0  B29:00.00  5:45.226,80000,1.011,Pantropical Spotted Dolphin,94008
9400807T,0  B29:00.00  0:25.640,80000,0.850,Pantropical Spotted Dolphin,94008
9400807U,0  B29:00.00  0:25.640,80000,0.880,Pantropical Spotted Dolphin,94008
9400807V,0  B29:00.00  2:35.852,80000,0.731,Pantropical Spotted Dolphin,94008
9400807X,0  B29:00.00  0:17.009,80000,0.603,Pantropical Spotted Dolphin,94008
9400807Y,0  B29:00.00  1:18.575,80000,0.847,Pantropical Spotted Dolphin,94008
9400807Z,0  B29:00.00  2:54.485,80000,1.253,Pantropical Spotted Dolphin,94008
94008080,0  B29:00.00  3:01.090,80000,1.083,Pantropical Spotted Dolphin,94008
94008081,0  B29:00.00  1:08.537,80000,1.041,Pantropical Spotted Dolphin,94008
94008082,0  B29:00.00  5:45.226,80000,0.778,Pantropical Spotted Dolphin,94008
94008083,0  B29:00.00  5:45.226,80000,0.767,Pantropical Spotted Dolphin,94008
94008084,0  B29:00.00  5:45.226,80000,1.014,Pantropical Spotted Dolphin,94008
94008085,0  B29:00.00  0:25.640,80000,0.851,Pantropical Spotted Dolphin,94008
94008086,0  B29:00.00  0:25.640,80000,0.877,Pantropical Spotted Dolphin,94008
94008087,0  B29:00.00  2:35.852,80000,0.731,Pantropical Spotted Dolphin,94008
84016001,10:34.974-11:18.936,160000,43.962,Sperm Whale,84016
84016002,10:34.974-11:18.936,40000,43.962,Sperm Whale,84016
84016003,10:34.974-11:18.936,40000,43.962,Sperm Whale,84016
84016004,10:34.974-11:18.936,40000,43.962,Sperm Whale,84016
84016005,10:34.974-11:18.936,40000,43.962,Sperm Whale,84016
84016007,14:15.326-14:58.945,40000,43.618,Sperm Whale,84016
84016008,14:15.326-14:58.945,40000,43.618,Sperm Whale,84016
84016009,14:15.326-14:58.945,40000,43.618,Sperm Whale,84016
8401600A,14:15.326-14:58.945,40000,43.618,Sperm Whale,84016
8401600B,0:00.000-21:00.000,44100,21:00.000,Sperm Whale,84016
8401600D,12:59.535-15:00.088,44100,2:00.552,Sperm Whale,84016
8401600E,17:02.384-20:41.820,44100,3:39.435,Sperm Whale,84016
61027001,400,30000,6.500,Sperm Whale,61027
61027002,431,30000,5.200,Sperm Whale,61027
61027003,552,30000,5.500,Sperm Whale,61027
61027004,590,30000,5.600,Sperm Whale,61027
62031001,150  B0:23.75  15.030,81920,1.891,Sperm Whale,62031
62031002,150  B0:23.750,81920,23.750,Sperm Whale,62031
62031003,,81920,12.762,Sperm Whale,62031
66026001,28  B23.75  17.75,81920,1.259,Sperm Whale,66026
66026002,28  B23.75  18.88,81920,1.066,Sperm Whale,66026
66026003,28  B23.75  0.0375,81920,0.725,Sperm Whale,66026
66026005,52  B23.75  0.4688,81920,1.094,Sperm Whale,66026
66026006,52  B23.75  2.563,81920,0.8438,Sperm Whale,66026
66026007,52  B23.75  11.50,81920,0.9031,Sperm Whale,66026
66026008,79  B23.75  1.097,81920,0.9031,Sperm Whale,66026
66026009,79  B23.75  4.697,81920,0.6062,Sperm Whale,66026
6602600A,79  B23.75  2.047,81920,0.6062,Sperm Whale,66026
6602600B,79  B23.75  5.831,81920,0.6844,Sperm Whale,66026
6602600C,79  B23.75  11.63,81920,0.6844,Sperm Whale,66026
6602600D,79  B23.75  15.70,81920,0.7062,Sperm Whale,66026
6602600E,106  B23.75  2.972,81920,0.6312,Sperm Whale,66026
6602600F,106  B23.75  9.453,81920,0.6312,Sperm Whale,66026
6602600G,106  B23.75  10.47,81920,0.5531,Sperm Whale,66026
6602600H,106  B23.75  12.85,81920,0.5062,Sperm Whale,66026
6602600I,106  B23.75  13.71,81920,0.5062,Sperm Whale,66026
6602600J,106  B23.75  15.98,81920,0.5062,Sperm Whale,66026
6602600K,106  B23.75  16.75,81920,0.5781,Sperm Whale,66026
6602600L,106  B23.75  18.03,81920,1.047,Sperm Whale,66026
6602600N,135  B23.75  2.016,81920,0.9906,Sperm Whale,66026
6602600O,135  B23.75  4.194,81920,0.9688,Sperm Whale,66026
6602600P,135  B23.75  6.381,81920,1.184,Sperm Whale,66026
6602600Q,135  B23.75  8.697,81920,0.9969,Sperm Whale,66026
6602600R,135  B23.75  10.85,81920,0.9969,Sperm Whale,66026
6602600S,135  B23.75  13.21,81920,1.000,Sperm Whale,66026
6602600T,135  B23.75  15.53,81920,1.175,Sperm Whale,66026
6602600U,135  B23.75  17.74,81920,1.225,Sperm Whale,66026
6602600V,135  B23.75  19.95,81920,1.166,Sperm Whale,66026
6602600W,135  B23.75  22.03,81920,1.188,Sperm Whale,66026
6602600X,166  B23.75  0.7625,81920,1.256,Sperm Whale,66026
6602600Y,166  B23.75  3.031,81920,1.256,Sperm Whale,66026
6602600Z,166  B23.75  5.166,81920,1.075,Sperm Whale,66026
66026011,166  B23.75  9.462,81920,1.119,Sperm Whale,66026
66026012,166  B23.75  13.77,81920,1.119,Sperm Whale,66026
66026013,166  B23.75  15.79,81920,1.003,Sperm Whale,66026
66026014,166  B23.75  18.02,81920,1.050,Sperm Whale,66026
66026015,197  B23.75  0.3219,81920,1.219,Sperm Whale,66026
66026016,197  B23.75  2.791,81920,1.125,Sperm Whale,66026
66026017,197  B23.75  4.828,81920,1.125,Sperm Whale,66026
66026018,197  B23.75  6.919,81920,1.103,Sperm Whale,66026
66026019,197  B23.75  9.069,81920,1.069,Sperm Whale,66026
6602601A,197  B23.75  11.35,81920,1.178,Sperm Whale,66026
6602601B,197  B23.75  15.96,81920,1.078,Sperm Whale,66026
6602601C,197  B23.75  17.87,81920,1.078,Sperm Whale,66026
6602601D,197  B23.75  20.18,81920,1.103,Sperm Whale,66026
6602601E,197  B23.75  22.02,81920,1.103,Sperm Whale,66026
6602601F,231  B23.75  2.553,81920,0.5719,Sperm Whale,66026
6602601G,231  B23.75  10.81,81920,0.9562,Sperm Whale,66026
6602601H,231  B23.75  13.26,81920,1.028,Sperm Whale,66026
6602601I,231  B23.75  18.62,81920,1.028,Sperm Whale,66026
6602601J,231  B23.75  21.32,81920,0.8594,Sperm Whale,66026
6602601K,327  B23.75  3.609,81920,1.188,Sperm Whale,66026
6602601L,327  B23.75  21.20,81920,0.9719,Sperm Whale,66026
6602601M,367  B23.75  5.797,81920,1.019,Sperm Whale,66026
6602601N,367  B23.75  12.47,81920,1.112,Sperm Whale,66026
6602601O,367  B23.75  15.86,81920,0.8781,Sperm Whale,66026
6602601P,367  B23.75  17.76,81920,0.9156,Sperm Whale,66026
6602601Q,405  B23.75  2.116,81920,0.6094,Sperm Whale,66026
6602601R,405  B23.75  2.644,81920,1.244,Sperm Whale,66026
6602601S,405  B23.75  3.775,81920,0.9875,Sperm Whale,66026
6602601T,405  B23.75  5.659,81920,0.5469,Sperm Whale,66026
6602601U,405  B23.75  8.438,81920,0.7937,Sperm Whale,66026
6602601V,405  B23.75  11.70,81920,0.8969,Sperm Whale,66026
6602601X,405  B23.75  19.51,81920,0.9250,Sperm Whale,66026
6602601Y,405  B23.75  3.466,81920,1.322,Sperm Whale,66026
6602601Z,405  B23.75  12.25,81920,1.153,Sperm Whale,66026
66026020,498  B23.75  15.27,81920,0.9844,Sperm Whale,66026
66026021,498  B23.75  18.38,81920,0.9844,Sperm Whale,66026
66026022,498  B23.75  20.86,81920,0.9844,Sperm Whale,66026
66026023,550  B23.75  0.0000,81920,0.7813,Sperm Whale,66026
66026024,550  B23.75  1.331,81920,0.7813,Sperm Whale,66026
66026025,550  B23.75  2.250,81920,0.9781,Sperm Whale,66026
66026026,550  B23.75  7.600,81920,1.156,Sperm Whale,66026
66026027,550  B23.75  10.23,81920,1.156,Sperm Whale,66026
72009001,790  B7.00,40960,7.00,Sperm Whale,72009
72009002,800  B7.00  1.650,40960,3.781,Sperm Whale,72009
72009003,807  B7.00  3.534,40960,1.891,Sperm Whale,72009
72009004,814  B7.00  2.596,40960,1.891,Sperm Whale,72009
72009005,814  B7.00  3.049,40960,3.431,Sperm Whale,72009
72009006,821  B7.00  2.025,40960,3.581,Sperm Whale,72009
72009007,0  B26:00  17:54.817,40000,86.482,Sperm Whale,72009
72009008,0  B26:00  17:54.817,40000,38.504,Sperm Whale,72009
72009009,0  B26:00  18:53.324,40000,27.719,Sperm Whale,72009
7200900A,0  B26:00  20:03.206,40000,44.523,Sperm Whale,72009
7200900B,0  B26:00  20:06.539,40000,20.921,Sperm Whale,72009
7200900C,0  B26:00  20:50.617,40000,175.210,Sperm Whale,72009
7200900E,,40000,44.346,Sperm Whale,72009
7200900F,20:53.352-21:51.903,160000,58.550,Sperm Whale,72009
7200900G,20:53.352-21:51.903,40000,58.550,Sperm Whale,72009
7200900H,20:53.352-21:51.903,40000,58.550,Sperm Whale,72009
7200900I,20:53.352-21:51.903,40000,58.550,Sperm Whale,72009
7200900J,20:53.352-21:51.903,40000,58.550,Sperm Whale,72009
7200900K,21:58.759-23:13.320,160000,1:14.561,Sperm Whale,72009
7200900L,21:58.759-23:13.320,40000,1:14.561,Sperm Whale,72009
7200900M,21:58.759-23:13.320,40000,1:14.561,Sperm Whale,72009
7200900N,21:58.759-23:13.320,40000,1:14.561,Sperm Whale,72009
7200900O,21:58.759-23:13.320,40000,1:14.561,Sperm Whale,72009
7200900P,7:09.049-26:31.147,44100,19:22.098,Sperm Whale,72009
75006001,566  B7:00  1:1.027,20000,1.17,Sperm Whale,75006
75006002,566  B7:00  1:3.566,20000,0.352,Sperm Whale,75006
75006003,566  B7:00  1:25.535,20000,0.352,Sperm Whale,75006
75006004,566  B7:00  1:45.739,20000,0.350,Sperm Whale,75006
75006005,566  B7:00  2:1.370,20000,0.350,Sperm Whale,75006
75006006,566  B7:00  2:16.108,20000,0.352,Sperm Whale,75006
75006007,567  B7:00  0:58.444,10000,1.177,Sperm Whale,75006
75006008,567  B7:00  1:1.285,10000,0.320,Sperm Whale,75006
75006009,567  B7:00  1:23.349,10000,0.320,Sperm Whale,75006
7500600A,567  B7:00  1:43.478,10000,0.320,Sperm Whale,75006
7500600B,567  B7:00  1:59.927,10000,0.320,Sperm Whale,75006
7500600C,567  B7:00  2:13.846,10000,0.320,Sperm Whale,75006
7500600D,567  B7:00  2:10.498,10000,0.320,Sperm Whale,75006
7500600E,567  B7:00  2:14.693,10000,0.320,Sperm Whale,75006
7500600F,567  B7:00  0:0.000,10000,0.320,Sperm Whale,75006
7500600G,567  B7:00  0:0.000,10000,0.320,Sperm Whale,75006
7500600H,692  B3:00  0:4.377,10000,0.320,Sperm Whale,75006
7500600I,692  B3:00  0:32.961,10000,0.320,Sperm Whale,75006
7500600J,692  B3:00  0:41.001,10000,0.320,Sperm Whale,75006
7500600K,692  B3:00  1:0.676,10000,0.320,Sperm Whale,75006
7500600L,692  B3:00  1:22.766,10000,0.320,Sperm Whale,75006
7500600M,692  B3:00  0:00.000,10000,77.504,Sperm Whale,75006
7500600N,692  B3:00  1:17.696,10000,77.696,Sperm Whale,75006
7500600O,692  B3:00  2:1.620,10000,0.320,Sperm Whale,75006
7500600P,692  B3:00  2:45.973,10000,0.320,Sperm Whale,75006
7500600Q,830  B3:00  0:00.000,10000,77.696,Sperm Whale,75006
7500600R,830  B3:00  0:15.234,10000,0.320,Sperm Whale,75006
7500600T,830  B3:00  1:17.657,10000,77.760,Sperm Whale,75006
7500600U,830  B3:00,10000,0.320,Sperm Whale,75006
7500600V,830  B3:00  2:21.715,10000,0.320,Sperm Whale,75006
7500600W,989  B3:00  0:00.000,10000,77.888,Sperm Whale,75006
7500600X,989  B3:00  1:17.760,10000,77.760,Sperm Whale,75006
7500600Y,989  B3:00  0:41.792,10000,0.320,Sperm Whale,75006
7500600Z,989  B3:00  1:52.479,10000,0.320,Sperm Whale,75006
75006010,1079  B4:00  0:00.000,10000,77.760,Sperm Whale,75006
75006012,1079  B4:00  1:18.800,10000,0.320,Sperm Whale,75006
75008001,93  3:00  2:38.919,10000,0.320,Sperm Whale,75008
75008002,190  3:00  2:41.995,10000,0.320,Sperm Whale,75008
75008003,293  3:00  0:37.814,10000,0.320,Sperm Whale,75008
75008004,402  3:00  2:19.100,10000,0.320,Sperm Whale,75008
75008005,518  3:00  2:46.806,10000,0.320,Sperm Whale,75008
75008006,643  3:00  2:41.596,10000,0.320,Sperm Whale,75008
75008007,778  3:00  2:32.340,10000,0.320,Sperm Whale,75008
75008008,930  3:00,10000,0.320,Sperm Whale,75008
75008009,1100  3:00  1:28.634,10000,0.320,Sperm Whale,75008
75009001,93  B3:00  2:13.828,10000,0.320,Sperm Whale,75009
75009002,189  B3:00  2:53.575,10000,0.320,Sperm Whale,75009
75009003,290  B3:00  2:22.549,10000,0.320,Sperm Whale,75009
75009004,510  B3:00  0:50.496,10000,0.320,Sperm Whale,75009
75009005,633  B3:00  1:49.584,10000,0.320,Sperm Whale,75009
75009006,770  B3:00  0:35.854,10000,0.320,Sperm Whale,75009
7501001G,93  B3:00  2:52.468,10000,0.320,Sperm Whale,75010
7501001H,189  B3:00  0:01.058,10000,0.320,Sperm Whale,75010
7501001I,289  B3:00  2:57.222,10000,0.320,Sperm Whale,75010
7501001J,396  B3:00  2:46.302,10000,0.320,Sperm Whale,75010
7501001K,510  B3:00  2:04.761,10000,0.320,Sperm Whale,75010
75011001,389  B47.50  36.64,40960,3.781,Sperm Whale,75011
75011002,389  B47.50  41.36,40960,3.781,Sperm Whale,75011
75011003,338  B47.50  5.921,40960,3.781,Sperm Whale,75011
75011004,338  B47.50  20.74,40960,3.781,Sperm Whale,75011
75011005,198  B6:00.00  0:00.061,166600,2.027,Sperm Whale,75011
75011006,198  B6:00.00  0:07.280,166600,2.566,Sperm Whale,75011
75011008,198  B6:00.00  0:18.961,166600,2.196,Sperm Whale,75011
75011009,198  B6:00.00  0:22.149,166600,2.285,Sperm Whale,75011
7501100B,198  B6:00.00  0:27.151,166600,1.833,Sperm Whale,75011
7501100C,198  B6:00.00  0:31.531,166600,2.217,Sperm Whale,75011
7501100D,198  B6:00.00  0:34.179,166600,2.333,Sperm Whale,75011
7501100E,198  B6:00.00  0:39.366,166600,2.401,Sperm Whale,75011
7501100F,198  B6:00.00  0:46.804,166600,2.750,Sperm Whale,75011
75011013,198  B6:00.00  2:56.739,166600,3.693,Sperm Whale,75011
75011014,198  B6:00.00  3:00.377,166600,2.514,Sperm Whale,75011
7501101H,198  B6:00.00  4:55.017,166600,3.854,Sperm Whale,75011
7501101I,198  B6:00.00  5:11.648,166600,3.588,Sperm Whale,75011
7501101K,198  B6:00.00  5:29.492,166600,2.791,Sperm Whale,75011
7501101L,198  B6:00.00  5:33.403,166600,2.133,Sperm Whale,75011
7501101M,198  B6:00.00  5:36.908,166600,2.215,Sperm Whale,75011
7501101N,198  B6:00.00  5:40.221,166600,3.310,Sperm Whale,75011
7501101O,198  B6:00.00  5:43.504,166600,2.149,Sperm Whale,75011
7501101P,198  B6:00.00  5:45.825,166600,3.942,Sperm Whale,75011
7501101Q,198  B6:00.00  5:49.781,166600,3.507,Sperm Whale,75011
7501101R,198  B6:00.00  5:54.285,166600,3.204,Sperm Whale,75011
7501101S,409  B6:00.00  6:03.542,166600,3.865,Sperm Whale,75011
7501101T,409  B6:00.00  6:06.649,166600,2.008,Sperm Whale,75011
7501101U,409  B6:00.00  6:08.617,166600,2.904,Sperm Whale,75011
7501101V,409  B6:00.00  6:11.603,166600,3.745,Sperm Whale,75011
7501101W,409  B6:00.00  6:16.204,166600,3.162,Sperm Whale,75011
7501101X,409  B6:00.00  6:19.379,166600,3.311,Sperm Whale,75011
75011021,409  B6:00.00  8:40.156,166600,3.107,Sperm Whale,75011
75011022,409  B6:00.00  8:43.983,166600,2.565,Sperm Whale,75011
75011023,409  B6:00.00  8:48.204,166600,3.230,Sperm Whale,75011
75011024,409  B6:00.00  8:51.434,166600,3.962,Sperm Whale,75011
75011025,409  B6:00.00  8:56.645,166600,2.673,Sperm Whale,75011
75011026,409  B6:00.00  9:02.074,166600,2.700,Sperm Whale,75011
75011027,409  B6:00.00  9:04.774,166600,2.212,Sperm Whale,75011
75011028,409  B6:00.00  9:08.384,166600,2.022,Sperm Whale,75011
75011029,409  B6:00.00  9:25.159,166600,2.714,Sperm Whale,75011
7501102A,409  B6:00.00  9:28.077,166600,1.981,Sperm Whale,75011
7501102B,409  B6:00.00  9:31.076,166600,2.863,Sperm Whale,75011
7501102C,409  B6:00.00  9:33.939,166600,2.307,Sperm Whale,75011
7501102D,409  B6:00.00  9:40.209,166600,3.216,Sperm Whale,75011
7501102H,409  B6:00.00  11:17.734,166600,3.596,Sperm Whale,75011
7501102I,409  B6:00.00  11:20.448,166600,3.840,Sperm Whale,75011
7501102J,409  B6:00.00  11:24.750,166600,3.555,Sperm Whale,75011
75011042,655  B6:00.00  15:58.799,166600,1.785,Sperm Whale,75011
75011043,655  B6:00.00  16:00.584,166600,2.704,Sperm Whale,75011
75011045,655  B6:00.00  16:05.021,166600,3.531,Sperm Whale,75011
75011046,655  B6:00.00  16:08.539,166600,2.940,Sperm Whale,75011
75011047,655  B6:00.00  16:11.480,166600,3.452,Sperm Whale,75011
75011048,655  B6:00.00  16:15.549,166600,3.859,Sperm Whale,75011
7501104B,655  B6:00.00  16:24.305,166600,2.126,Sperm Whale,75011
7501104C,655  B6:00.00  16:26.812,166600,2.034,Sperm Whale,75011
7501104D,655  B6:00.00  16:39.611,166600,1.982,Sperm Whale,75011
7501104E,655  B6:00.00  16:42.613,166600,1.870,Sperm Whale,75011
7501104H,655  B6:00.00  16:51.003,166600,3.361,Sperm Whale,75011
7501104I,655  B6:00.00  16:54.594,166600,2.304,Sperm Whale,75011
7501104J,655  B6:00.00  16:57.413,166600,3.063,Sperm Whale,75011
75012002,224  B7:00.00  0:37.564,166600,2.727,Sperm Whale,75012
75012003,224  B7:00.00  0:40.207,166600,3.013,Sperm Whale,75012
7501204H,480  B7:00.00  11:36.195,166600,2.242,Sperm Whale,75012
7501204I,480  B7:00.00  11:38.263,166600,3.053,Sperm Whale,75012
7501204J,480  B7:00.00  11:41.452,166600,2.415,Sperm Whale,75012
7501204K,480  B7:00.00  11:44.458,166600,2.638,Sperm Whale,75012
7501204L,480  B7:00.00  11:55.571,166600,2.309,Sperm Whale,75012
7501204M,480  B7:00.00  11:59.176,166600,3.305,Sperm Whale,75012
7501204N,480  B7:00.00  12:02.452,166600,1.778,Sperm Whale,75012
7501204O,480  B7:00.00  12:06.250,166600,2.841,Sperm Whale,75012
7501204P,480  B7:00.00  12:10.396,166600,3.295,Sperm Whale,75012
7501204Q,480  B7:00.00  12:14.851,166600,2.966,Sperm Whale,75012
7501204R,480  B7:00.00  12:19.528,166600,2.966,Sperm Whale,75012
7501204T,480  B7:00.00  12:24.727,166600,3.208,Sperm Whale,75012
7501204U,480  B7:00.00  12:28.844,166600,2.995,Sperm Whale,75012
7501204V,480  B7:00.00  12:31.782,166600,1.797,Sperm Whale,75012
7501204W,480  B7:00.00  12:34.662,166600,2.995,Sperm Whale,75012
77028004,205  B23.75  2.284,81920,0.562,Sperm Whale,77028
77028006,218  B23.75  11.42,81920,0.471,Sperm Whale,77028
77028007,120  B23.75  19.60,81920,0.2969,Sperm Whale,77028
7702800F,146  B23.75  16.84,81920,1.019,Sperm Whale,77028
7702800N,180  B23.75  3.553,81920,1.100,Sperm Whale,77028
7702800O,180  B23.75  4.441,81920,0.7062,Sperm Whale,77028
7702800P,180  B23.75  5.281,81920,1.147,Sperm Whale,77028
7702800Q,180  B23.75  6.753,81920,0.9937,Sperm Whale,77028
7702800T,180  B23.75  9.222,81920,1.366,Sperm Whale,77028
7702800U,180  B23.75  10.98,81920,1.253,Sperm Whale,77028
7702800V,180  B23.75  18.31,81920,1.387,Sperm Whale,77028
7702800X,192  B23.75  6.172,81920,1.772,Sperm Whale,77028
7702800Y,192  B23.75  9.212,81920,1.000,Sperm Whale,77028
77028019,218  B23.75  9.216,81920,1.366,Sperm Whale,77028
7702801A,218  B23.75  10.33,81920,1.153,Sperm Whale,77028
7702801C,218  B23.75  12.01,81920,0.931,Sperm Whale,77028
7702801F,218  B23.75  17.92,81920,1.728,Sperm Whale,77028
7702801J,231  B23.75  3.012,81920,0.7594,Sperm Whale,77028
7702801M,120  B23.75  19.60,81920,0.133,Sperm Whale,77028
7703500C,193  B6:00.00  3:04.169,166600,1.555,Sperm Whale,77035
7703500D,193  B6:00.00  3:10.109,166600,2.262,Sperm Whale,77035
7703500F,193  B6:00.00  3:15.991,166600,2.004,Sperm Whale,77035
7703500H,193  B6:00.00  3:21.365,166600,2.092,Sperm Whale,77035
7703500I,193  B6:00.00  3:24.137,166600,1.636,Sperm Whale,77035
7703500O,193  B6:00.00  3:37.002,166600,1.396,Sperm Whale,77035
7703500P,193  B6:00.00  3:42.465,166600,1.251,Sperm Whale,77035
7703500Q,193  B6:00.00  3:43.511,166600,1.718,Sperm Whale,77035
77035012,193  B6:00.00  5:53.077,166600,1.481,Sperm Whale,77035
77035018,193  B6:00.00  7:38.680,166600,2.130,Sperm Whale,77035
77035019,193  B6:00.00  7:41.625,166600,2.130,Sperm Whale,77035
7703501B,193  B6:00.00  7:49.908,166600,2.136,Sperm Whale,77035
7703501C,193  B6:00.00  8:04.412,166600,2.232,Sperm Whale,77035
7703501F,193  B6:00.00  9:05.631,166600,2.163,Sperm Whale,77035
7703501G,193  B6:00.00  10:40.421,166600,2.104,Sperm Whale,77035
7703501J,193  B6:00.00  10:54.513,166600,1.884,Sperm Whale,77035
83019001,008,40960,1,Sperm Whale,83019
83019002,55  B4  1.0,40960,1,Sperm Whale,83019
83019003,55  B4  1.0,40960,1,Sperm Whale,83019
83019004,48  B4  1.0,40960,1,Sperm Whale,83019
83019005,48  B4  1.0,40960,1,Sperm Whale,83019
83019006,218  B4  1.0,40960,1,Sperm Whale,83019
83019007,218  B4  1.0,40960,1,Sperm Whale,83019
83019008,220  B4  1.0,40960,1,Sperm Whale,83019
83019009,220  B4  1.0,40960,1,Sperm Whale,83019
8301900A,222 B5 1.0,40960,1.0,Sperm Whale,83019
8301900B,222  B4  1.0,40960,1,Sperm Whale,83019
8301900C,109  B23.75  0.004,81920,23.75,Sperm Whale,83019
8301900D,109  B23.75  0.040,81920,0.050,Sperm Whale,83019
8301900E,109  B23.75  0.175,81920,0.035,Sperm Whale,83019
8301900F,109  B23.75  0.233,81920,0.032,Sperm Whale,83019
8301900G,109  B23.75  0.280,81920,0.035,Sperm Whale,83019
8301900H,109  B23.75  0.322,81920,0.035,Sperm Whale,83019
8301900I,109  B23.75  0.369,81920,0.035,Sperm Whale,83019
8301900J,109  B23.75  0.422,81920,0.029,Sperm Whale,83019
8301900K,109  B23.75  0.478,81920,0.035,Sperm Whale,83019
8301900L,109  B23.75  0.550,81920,0.029,Sperm Whale,83019
8301900M,109  B23.75  0.628,81920,0.029,Sperm Whale,83019
8301900N,109  B23.75  0.717,81920,0.034,Sperm Whale,83019
8301900O,109  B23.75  0.787,81920,0.032,Sperm Whale,83019
8301900P,109  B23.75  0.842,81920,0.031,Sperm Whale,83019
8301900Q,109  B23.75  1.500,81920,0.032,Sperm Whale,83019
8301900R,109  B23.75  1.582,81920,0.034,Sperm Whale,83019
8301900S,109  B23.75  1.655,81920,0.034,Sperm Whale,83019
8301900T,109  B23.75  1.731,81920,0.038,Sperm Whale,83019
8301900U,109  B23.75  1.923,81920,0.040,Sperm Whale,83019
8301900V,109  B23.75  2.224,81920,0.034,Sperm Whale,83019
8301900W,109  B23.75  2.527,81920,0.036,Sperm Whale,83019
8301900X,109  B23.75  2.605,81920,0.040,Sperm Whale,83019
8301900Y,109  B23.75  3.039,81920,0.048,Sperm Whale,83019
8301900Z,109  B23.75  3.094,81920,0.037,Sperm Whale,83019
83019010,109  B23.75  3.153,81920,0.035,Sperm Whale,83019
83019011,109  B23.75  3.189,81920,0.028,Sperm Whale,83019
83019012,109  B23.75  3.244,81920,0.028,Sperm Whale,83019
83019013,109  B23.75  3.273,81920,0.035,Sperm Whale,83019
83019014,109  B23.75  3.308,81920,0.037,Sperm Whale,83019
83019015,109  B23.75  3.346,81920,0.041,Sperm Whale,83019
83019016,109  B23.75  3.388,81920,0.037,Sperm Whale,83019
83019017,109  B23.75  3.425,81920,0.044,Sperm Whale,83019
83019018,109  B23.75  3.469,81920,0.039,Sperm Whale,83019
83019019,109  B23.75  3.509,81920,0.035,Sperm Whale,83019
8301901A,109  B23.75  3.545,81920,0.026,Sperm Whale,83019
8301901B,109  B23.75  3.571,81920,0.035,Sperm Whale,83019
8301901C,109  B23.75  3.606,81920,0.041,Sperm Whale,83019
8301901D,109  B23.75  3.648,81920,0.033,Sperm Whale,83019
8301901E,109  B23.75  3.728,81920,0.039,Sperm Whale,83019
8301901F,109  B23.75  3.807,81920,0.035,Sperm Whale,83019
8301901G,109  B23.75  3.929,81920,0.039,Sperm Whale,83019
8301901H,109  B23.75  4.024,81920,0.048,Sperm Whale,83019
8301901I,109  B23.75  15.558,81920,0.059,Sperm Whale,83019
8301901J,109  B23.75  15.630,81920,0.053,Sperm Whale,83019
8301901K,109  B23.75  15.705,81920,0.053,Sperm Whale,83019
8301901L,109  B23.75  15.758,81920,0.056,Sperm Whale,83019
8301901M,109  B23.75  15.814,81920,0.062,Sperm Whale,83019
8301901N,109  B23.75  15.876,81920,0.065,Sperm Whale,83019
8301901O,109  B23.75  15.942,81920,0.062,Sperm Whale,83019
8301901P,109  B23.75  16.005,81920,0.062,Sperm Whale,83019
8301901Q,109  B23.75  16.270,81920,0.065,Sperm Whale,83019
8301901R,109  B23.75  16.723,81920,0.062,Sperm Whale,83019
8301901S,109  B23.75  16.801,81920,0.068,Sperm Whale,83019
84007001,370  B6:00  0.00,60600,287.102,Sperm Whale,84007
84007002,370  B6:00  1:1.213,60600,11.955,Sperm Whale,84007
84007003,370  B6:00  1:25.139,60600,11.997,Sperm Whale,84007
84007004,370  B6:00  1:37.125,60600,11.997,Sperm Whale,84007
84007005,370  B6:00  2:25.000,60600,11.997,Sperm Whale,84007
84014001,822,40960,0.946,Sperm Whale,84014
84014002,822,40960,0.946,Sperm Whale,84014
84014003,827,40960,0.946,Sperm Whale,84014
84014004,827,40960,0.946,Sperm Whale,84014
84014005,811,40960,0.946,Sperm Whale,84014
