filename,CU:,SR:,CS:,species
9357001A,4245  10:00  109:1.00,81600,8.524,Sperm Whale
9357001B,4245  10:00  109:3.00,81600,5.421,Sperm Whale
9357001C,4245  10:00  109:9.00,81600,6.312,Sperm Whale
93573001,1153  B20:00.00  5:55.622,81600,2.807,Sperm Whale
93573002,1153  B20:00.00  7:38.661,81600,5.856,Sperm Whale
93573003,1995  B20:00.00  26:47.223,81600,3.885,Sperm Whale
93573004,1995  B20:00.00  27:2.361,81600,5.205,Sperm Whale
93573005,1995  B20:00.00  27:10.331,81600,4.446,Sperm Whale
93573006,1995  B20:00.00  27:15.667,81600,4.301,Sperm Whale
93573007,1995  B20:00.00  27:18.335,81600,4.447,Sperm Whale
93573008,1995  B20:00.00  27:23.672,81600,4.447,Sperm Whale
93573009,1995  B20:00.00  27:54.801,81600,4.447,Sperm Whale
9357300A,1995  B20:00.00  28:1.471,81600,3.279,Sperm Whale
9357300B,1995  B20:00.00  28:4.140,81600,4.447,Sperm Whale
9357300C,1995  B20:00.00  28:23.969,81600,3.302,Sperm Whale
9357300D,1995  B20:00.00  28:31.247,81600,3.172,Sperm Whale
9357300E,1995  B20:00.00  28:37.520,81600,3.198,Sperm Whale
9357300F,1995  B20:00.00  28:41.619,81600,4.203,Sperm Whale
9357300G,1995  B20:00.00  28:50.027,81600,4.203,Sperm Whale
9357300H,1995  B20:00.00  28:59.696,81600,3.678,Sperm Whale
9357300I,1995  B20:00.00  29:10.626,81600,4.203,Sperm Whale
9357300J,1995  B20:00.00  30:10.742,81600,4.079,Sperm Whale
9357300K,1995  B20:00.00  30:19.150,81600,4.065,Sperm Whale
9357300L,1995  B20:00.00  30:23.544,81600,4.013,Sperm Whale
9357300M,1995  B20:00.00  30:40.537,81600,3.836,Sperm Whale
9357300N,1995  B20:00.00  30:44.373,81600,4.203,Sperm Whale
9357300O,1995  B20:00.00  30:50.311,81600,7.374,Sperm Whale
9357300P,1995  B20:00.00  30:57.361,81600,5.483,Sperm Whale
9357300Q,1995  B20:00.00  31:10.537,81600,5.490,Sperm Whale
9357300R,1995  B20:00.00  31:53.248,81600,5.954,Sperm Whale
9357300S,1995  B20:00.00  32:38.613,81600,3.874,Sperm Whale
9357300T,1995  B20:00.00  33:37.587,81600,5.198,Sperm Whale
9357300U,2693  B20:00.00  47:25.875,81600,5.718,Sperm Whale
9357300V,2693  B20:00.00  47:35.187,81600,4.474,Sperm Whale
9357300W,2693  B20:00.00  47:26.386,81600,6.191,Sperm Whale
9357300X,2693  B20:00.00  47:28.480,81600,5.060,Sperm Whale
9357300Y,2693  B20:00.00  47:35.665,81600,3.778,Sperm Whale
9357300Z,2693  B20:00.00  50:55.163,81600,5.807,Sperm Whale
93573010,2693  B20:00.00  53:45.873,81600,4.455,Sperm Whale
93573011,2693  B20:00.00  53:44.524,81600,5.664,Sperm Whale
93573012,2693  B20:00.00  53:52.250,81600,5.953,Sperm Whale
93573013,2693  B20:00.00  53:58.611,81600,3.620,Sperm Whale
93573014,2693  B20:00.00  54:41.585,81600,5.887,Sperm Whale
93573015,2693  B20:00.00  54:48.496,81600,6.382,Sperm Whale
93573016,2693  B20:00.00  55:18.792,81600,5.711,Sperm Whale
93573017,2693  B20:00.00  55:57.376,81600,5.194,Sperm Whale
93573018,2693  B20:00.00  56:09.316,81600,2.680,Sperm Whale
93573019,2693  B20:00.00  57:49.545,81600,3.685,Sperm Whale
9357301A,2693  B20:00.00  59:52.459,81600,3.651,Sperm Whale
9357301B,2693  B20:00.00  71:55.083,81600,5.662,Sperm Whale
9357301C,2693  B20:00.00  72:35.955,81600,4.373,Sperm Whale
9357301D,2693  B20:00.00  75:8.560,81600,4.712,Sperm Whale
9357301E,2693  B20:00.00  77:0.350,81600,4.790,Sperm Whale
9357301F,2693  B20:00.00  77:10.493,81600,4.790,Sperm Whale
93580001,0:29:56  B30:00  7:15.128,81600,0.734,Sperm Whale
93580003,0:29:56  B30:00  7:19.978,81600,1.484,Sperm Whale
93580004,0:29:56  B30:00  7:26.600,81600,0.633,Sperm Whale
93580005,0:29:56  B30:00  7:33.438,81600,1.624,Sperm Whale
93580006,0:29:56  B30:00  7:42.064,81600,1.125,Sperm Whale
93582001,0:29:59  B30:00  28:26.737,81600,2.083,Sperm Whale
93582002,0:29:59  B30:00  29:0.162,81600,1.823,Sperm Whale
93582003,0:29:59  B30:00  29:4.101,81600,1.508,Sperm Whale
93582004,0:29:59  B30:00  29:8.929,81600,1.508,Sperm Whale
93582005,0:29:59  B30:00  29:15.842,81600,1.757,Sperm Whale
93582006,1:00:00  B30:00  44:52.986,81600,1.496,Sperm Whale
93582007,1:00:00  B30:00  44:55.311,81600,1.630,Sperm Whale
93582008,1:00:00  B30:00  44:56.856,81600,0.914,Sperm Whale
93582009,1:00:00  B30:00  44:58.322,81600,1.596,Sperm Whale
9358200A,1:00:00  B30:00  45:1.670,81600,1.300,Sperm Whale
9358200B,1:00:00  B30:00  45:3.793,81600,0.613,Sperm Whale
9358200C,1:00:00  B30:00  45:6.134,81600,1.436,Sperm Whale
9358200D,1:00:00  B30:00  45:9.636,81600,1.485,Sperm Whale
9358200E,1:00:00  B30:00  45:13.032,81600,1.538,Sperm Whale
9358200F,1:00:00  B30:00  45:15.032,81600,1.668,Sperm Whale
9358200G,1:00:00  B30:00  45:20.714,81600,1.483,Sperm Whale
9358200H,1:00:00  B30:00  45:25.642,81600,0.658,Sperm Whale
9358200I,1:00:00  B30:00  45:29.336,81600,1.493,Sperm Whale
9358200J,1:00:00  B30:00  45:33.002,81600,1.548,Sperm Whale
9358200K,1:00:00  B30:00  45:37.045,81600,1.616,Sperm Whale
93584001,1:34:00  B30:00  1:30.11,81600,1.143,Sperm Whale
93584002,1:34:00  B30:00  1:30.32,81600,1.313,Sperm Whale
93584003,1:34:00  B30:00  1:30.62,81600,1.339,Sperm Whale
93584004,1:34:00  B30:00  1:30.95,81600,1.196,Sperm Whale
93584005,1:34:00  B30:00  1:30.12,81600,1.430,Sperm Whale
93584006,1:34:00  B30:00  1:30.16,81600,1.710,Sperm Whale
93584007,1:34:00  B30:00  1:30.19,81600,1.745,Sperm Whale
93584008,1:34:00  B30:00  1:30.23,81600,1.733,Sperm Whale
93584009,1:34:00  B30:00  1:30.27,81600,1.493,Sperm Whale
9358400A,1:34:00  B30:00  1:30.30,81600,2.090,Sperm Whale
9358400B,1:34:00  B30:00  1:30.34,81600,1.606,Sperm Whale
9358400C,1:34:00  B30:00  1:31.10,81600,1.632,Sperm Whale
9358400D,1:34:00  B30:00  1:31.14,81600,1.847,Sperm Whale
9358400E,1:34:00  B30:00  1:31.17,81600,1.671,Sperm Whale
9358400F,1:34:00  B30:00  1:31.22,81600,1.575,Sperm Whale
9358400G,1:34:00  B30:00  1:31.26,81600,1.570,Sperm Whale
9358400H,1:34:00  B30:00  1:31.31,81600,1.448,Sperm Whale
9358400I,2:03:07  B30:00  1:42.0,81600,0.920,Sperm Whale
9358400J,2:03:07  B30:00  1:42.0,81600,1.064,Sperm Whale
9358400K,2:03:07  B30:00  1:42.58,81600,0.933,Sperm Whale
9358400L,2:03:07  B30:00  1:43.0,81600,0.805,Sperm Whale
9358400M,2:03:07  B30:00  1:43.0,81600,0.952,Sperm Whale
9358400N,2:03:07  B30:00  1:43.10,81600,0.958,Sperm Whale
9358400O,2:03:07  B30:00  1:47.0,81600,6.125,Sperm Whale
9358400P,2:03:07  B30:00  1:47.10,81600,5.400,Sperm Whale
9358400Q,2:03:07  B30:00  1:47.15,81600,5.327,Sperm Whale
9358400R,2:03:07  B30:00  1:47.20,81600,5.838,Sperm Whale
9358400S,2:03:07  B30:00  1:47.26,81600,5.692,Sperm Whale
9358400T,2:03:07  B30:00  1:47.32,81600,5.400,Sperm Whale
9358400U,2:03:07  B30:00  1:47.37,81600,5.400,Sperm Whale
9358400V,2:03:07  B30:00  1:47.43,81600,5.327,Sperm Whale
9358400W,2:03:07  B30:00  1:47.48,81600,3.721,Sperm Whale
93591001,3274  B23.75  18.53,81920,3.625,Sperm Whale
93591002,3294  B23.75  9.972,81920,11.75,Sperm Whale
93591003,3398  B5:00.00,81600,127.995,Sperm Whale
93591004,3398  B5:00.00,81600,90.195,Sperm Whale
93591005,3653  B4:00.00,81600,59.290,Sperm Whale
93591006,3893  B4:00.00,81600,51.089,Sperm Whale
94004001,355  B10:00.00  0:13.257,60600,0.945,Sperm Whale
94004002,355  B10:00.00  0:18.288,60600,0.721,Sperm Whale
94004003,355  B10:00.00  0:23.537,60600,0.749,Sperm Whale
94004004,355  B10:00.00  0:28.648,60600,1.159,Sperm Whale
94004005,355  B10:00.00  0:33.788,60600,0.628,Sperm Whale
94004006,355  B10:00.00  0:38.357,60600,0.686,Sperm Whale
94004007,355  B10:00.00  1:04.045,60600,0.626,Sperm Whale
94004008,355  B10:00.00  1:07.337,60600,0.478,Sperm Whale
94004009,355  B10:00.00  1:16.555,60600,0.895,Sperm Whale
9400400A,355  B10:00.00  1:25.170,60600,0.625,Sperm Whale
9400400B,355  B10:00.00  1:25.842,60600,0.443,Sperm Whale
9400400C,355  B10:00.00  2:45.156,60600,1.208,Sperm Whale
9400400D,355  B10:00.00  3:09.440,60600,1.247,Sperm Whale
9400400E,355  B10:00.00  3:14.509,60600,0.616,Sperm Whale
9400400F,0  B7:00.00  3:01.933,60600,193.319,Sperm Whale
9400400G,0  B7:00.00  3:14.393,60600,2.732,Sperm Whale
94005001,0  B26:23.518  4:17.440,60600,1.147,Sperm Whale
94005002,0  B26:23.518  4:21.677,60600,1.389,Sperm Whale
94005003,0  B26:23.518  4:25.409,60600,1.553,Sperm Whale
94005004,0  B26:23.518  4:39.211,60600,1.264,Sperm Whale
94005006,0  B26:23.518  4:50.092,60600,26.709,Sperm Whale
94005007,0  B26:23.518  4:51.147,60600,1.455,Sperm Whale
94005008,0  B26:23.518  4:57.405,60600,1.636,Sperm Whale
94005009,0  B26:23.518  5:01.914,60600,1.383,Sperm Whale
9400500A,0  B26:23.518  5:06.646,60600,1.355,Sperm Whale
9400500B,0  B26:23.518  5:13.998,60600,1.147,Sperm Whale
9400500C,6:48.139-27:10.400,44100,20:20.100,Sperm Whale
9400500D,9:58.533-16:01.114,44100,6:02.580,Sperm Whale
9400500E,1:19.758-6:20.916,44100,5:01.157,Sperm Whale
94011001,0  B4:59.50  0:09.705,60600,8.585,Sperm Whale
94011002,0  B4:59.50  0:20.609,60600,0.972,Sperm Whale
94011003,0  B4:59.50  2:01.166,60600,1.251,Sperm Whale
94011004,0  B4:59.50  2:52.272,60600,1.314,Sperm Whale
94011005,0  B4:59.50  2:57.306,60600,1.377,Sperm Whale
94011006,0  B4:59.50  3:06.530,60600,1.350,Sperm Whale
94201001,0  B28:49.321  1:20.149,47600,17.024,Sperm Whale
94201002,0  B28:49.321  0:03.873,47600,76.276,Sperm Whale
94201003,0  B28:49.321  0:06.471,47600,0.511,Sperm Whale
94201004,0  B28:49.321  0:07.519,47600,0.499,Sperm Whale
94201005,0  B28:49.321  0:13.000,47600,2.285,Sperm Whale
94201006,0  B28:49.321  0:16.647,47600,0.842,Sperm Whale
94201007,0  B28:49.321  1:02.208,47600,0.572,Sperm Whale
94201008,0  B28:49.321  1:02.969,47600,4.751,Sperm Whale
94201009,0  B28:49.321  1:09.185,47600,0.221,Sperm Whale
9420100A,0  B28:49.321  1:10.169,47600,0.341,Sperm Whale
9420100B,0  B28:49.321  1:11.681,47600,1.879,Sperm Whale
9420100C,0  B28:49.321  1:33.942,47600,30.098,Sperm Whale
9420100D,0  B28:49.321  1:59.345,47600,4.695,Sperm Whale
9420100E,0  B28:49.321  2:14.867,47600,2.255,Sperm Whale
9420100F,0  B28:49.321  2:21.734,47600,5.018,Sperm Whale
9420100G,0  B28:49.321  2:34.668,47600,13.640,Sperm Whale
9420100H,0  B28:49.321  2:48.309,47600,14.910,Sperm Whale
9420100I,0  B28:49.321  3:10.416,47600,11.430,Sperm Whale
9420100J,0  B28:49.321  3:34.594,47600,12.182,Sperm Whale
9420100K,0  B28:49.321  4:12.567,47600,14.468,Sperm Whale
9420100L,0  B28:49.321  4:47.403,47600,17.342,Sperm Whale
9420100M,0  B28:49.321  4:47.403,47600,3.838,Sperm Whale
9420100N,0  B28:49.321  4:54.406,47600,2.837,Sperm Whale
9420100O,0  B28:49.321  5:00.658,47600,2.712,Sperm Whale
95001001,5:10.390-11:58.607,160000,6:48.217,Sperm Whale
95001002,5:10.390-11:58.607,40000,6:48.217,Sperm Whale
95001003,5:10.390-11:58.607,40000,6:48.217,Sperm Whale
95001004,5:10.390-11:58.607,40000,6:48.217,Sperm Whale
95001005,5:10.390-11:58.607,40000,6:48.217,Sperm Whale
95001006,14:37.595-16:45.531,160000,2:7.936,Sperm Whale
95001007,14:37.595-16:45.531,40000,2:7.936,Sperm Whale
95001008,14:37.595-16:45.531,40000,2:7.936,Sperm Whale
95001009,14:37.595-16:45.531,40000,2:7.936,Sperm Whale
9500100A,14:37.595-16:45.531,40000,2:7.936,Sperm Whale
9500100B,17:18.637-20:33.293,160000,3:14.656,Sperm Whale
9500100C,17:18.637-20:33.293,40000,3:14.656,Sperm Whale
9500100D,17:18.637-20:33.293,40000,3:14.656,Sperm Whale
9500100E,17:18.637-20:33.293,40000,3:14.656,Sperm Whale
9500100F,17:18.637-20:33.293,40000,3:14.656,Sperm Whale
9500100G,20:51.952-24:30.098,160000,3:38.145,Sperm Whale
9500100H,20:51.952-24:30.098,40000,3:38.145,Sperm Whale
9500100I,20:51.952-24:30.098,40000,3:38.145,Sperm Whale
9500100J,20:51.952-24:30.098,40000,3:38.145,Sperm Whale
9500100K,20:51.952-24:30.098,40000,3:38.145,Sperm Whale
9500100L,25:6.429-28:0.000,160000,2:53.570,Sperm Whale
9500100M,25:6.429-28:0.000,40000,2:53.570,Sperm Whale
9500100N,25:6.429-28:0.000,40000,2:53.570,Sperm Whale
9500100O,25:6.429-28:0.000,40000,2:53.570,Sperm Whale
9500100P,25:6.429-28:0.000,40000,2:53.570,Sperm Whale
9500100Q,5:36.278-25:15.493,44100,19:22.098,Sperm Whale
95510001,08:51:00  30:00  9.32,30000,29.507,Sperm Whale
95510002,08:51:00  30:00  11.28,30000,71.253,Sperm Whale
95510003,08:51:00  30:00  12.40,30000,259.126,Sperm Whale
95510004,08:51:00  30:00  9.30,30000,448.502,Sperm Whale
95510005,08:51:00  30:00  12.45,30000,0.320,Sperm Whale
95510006,08:51:00  30:00  13.10,30000,0.320,Sperm Whale
95510007,08:51:00  30:00  14.10,30000,0.320,Sperm Whale
95510008,08:51:00  30:00  14.56,30000,0.320,Sperm Whale
95510009,08:51:00  30:00  15.23,30000,0.320,Sperm Whale
9551000A,08:51:00  30:00  15.43,30000,0.320,Sperm Whale
9551000B,08:51:00  30:00  16.43,30000,0.320,Sperm Whale
9551000C,08:51:00  30:00  16.52,30000,0.320,Sperm Whale
9551000D,08:51:00  30:00  17.36,30000,0.320,Sperm Whale
9551000E,09:11:00  20:00  1.843,30000,0.320,Sperm Whale
9551000F,09:11:00  20:00  55.03,30000,0.320,Sperm Whale
9551000G,09:11:00  20:00  65.753,30000,0.320,Sperm Whale
9551000H,09:11:00  20:00  98.552,30000,0.320,Sperm Whale
9551000I,09:11:00  20:00  120.08,30000,0.320,Sperm Whale
9551000J,09:11:00  20:00  206.3,30000,0.320,Sperm Whale
9551000K,09:11:00  20:00  235.13,30000,0.320,Sperm Whale
9551000L,09:11:00  20:00  399.95,30000,0.320,Sperm Whale
9551000M,09:11:00  20:00  857.7,30000,0.320,Sperm Whale
9551000N,09:11:00  20:00  951.50,30000,0.320,Sperm Whale
95516001,0:00:00  B30:00  1:38.189,30000,0.320,Sperm Whale
95516002,0:00:00  B30:00  1:59.578,30000,0.320,Sperm Whale
95516003,0:00:00  B30:00  2:40.186,30000,0.320,Sperm Whale
95516004,0:00:00  B30:00  3:0.973,30000,0.320,Sperm Whale
95516005,0:00:00  B30:00  2:28.909,30000,0.320,Sperm Whale
95516006,0:00:00  B30:00  2:52.976,30000,0.320,Sperm Whale
95516007,0:00:00  B30:00  3:14.861,30000,0.320,Sperm Whale
95516008,0:00:00  B30:00  3:40.414,30000,0.320,Sperm Whale
95516009,0:00:00  B30:00  4:30.051,30000,0.320,Sperm Whale
9551600A,0:00:00  B30:00  5:5.715,30000,0.320,Sperm Whale
9551600B,0:00:00  B30:00  5:15.308,30000,0.320,Sperm Whale
9551600C,0:00:00  B30:00  8:22.140,30000,0.320,Sperm Whale
9551600D,0:00:00  B30:00  9:19.266,30000,0.320,Sperm Whale
9551600E,0:00:00  B30:00  10:20.602,30000,0.320,Sperm Whale
9551600F,0:00:00  B30:00  11:11.018,30000,0.320,Sperm Whale
9551600G,0:00:00  B30:00  11:45.809,30000,0.320,Sperm Whale
9551600H,0:00:00  B30:00  15:56.814,30000,0.320,Sperm Whale
9551600I,0:00:00  B30:00  16:37.271,30000,0.320,Sperm Whale
9551600J,0:00:00  B30:00  16:58.102,30000,0.320,Sperm Whale
9551600K,0:00:00  B30:00  17:36.229,30000,0.320,Sperm Whale
9551600L,0:00:00  B30:00  18:10.261,30000,0.320,Sperm Whale
9551600M,0:00:00  B30:00  19:1.574,30000,0.320,Sperm Whale
9551600N,0:00:00  B30:00  20:22.430,30000,0.320,Sperm Whale
9551600O,0:00:00  B30:00  22:5.182,30000,0.320,Sperm Whale
9551600P,0:00:00  B30:00  22:39.750,30000,0.320,Sperm Whale
9551600Q,0:00:00  B30:00  24:7.454,30000,0.320,Sperm Whale
9551600R,0:00:00  B30:00  25:41.133,30000,0.320,Sperm Whale
9551600S,0:00:00  B30:00  26:12.303,30000,0.320,Sperm Whale
9551600T,0:00:00  B30:00  27:17.515,30000,0.320,Sperm Whale
9551600U,0:00:00  B30:00  27:34.360,30000,0.320,Sperm Whale
9551600V,0:00:00  B30:00  29:37.444,30000,0.320,Sperm Whale
9551600W,0:30:00  B30:00  2:48.540,30000,0.320,Sperm Whale
9551600X,0:30:00  B30:00  8:48.106,30000,0.320,Sperm Whale
9551600Y,0:30:00  B30:00  9:25.154,30000,0.320,Sperm Whale
95516010,0:30:00  B30:00  10:24.615,30000,0.320,Sperm Whale
95516011,0:30:00  B30:00  10:36.105,30000,0.320,Sperm Whale
95516012,0:30:00  B30:00  14:45.113,30000,0.320,Sperm Whale
95516013,0:30:00  B30:00  14:57.021,30000,0.320,Sperm Whale
95516014,0:30:00  B30:00  15:20.863,30000,0.320,Sperm Whale
95516015,0:30:00  B30:00  17:55.998,30000,0.320,Sperm Whale
95516016,0:30:00  B30:00  18:20.299,30000,0.320,Sperm Whale
95516017,0:30:00  B30:00  18:42.399,30000,0.320,Sperm Whale
95516018,0:30:00  B30:00  19:0.583,30000,0.320,Sperm Whale
95516019,0:30:00  B30:00  20:6.201,30000,0.320,Sperm Whale
9551601A,0:30:00  B30:00  20:35.762,30000,0.320,Sperm Whale
9551601B,0:30:00  B30:00  21:40.218,30000,0.320,Sperm Whale
9551601C,0:30:00  B30:00  22:1.003,30000,0.320,Sperm Whale
9551601D,0:30:00  B30:00  22:51.241,30000,0.320,Sperm Whale
95518001,2:42.697  B40:00  2:42.377,30000,0.320,Sperm Whale
95518002,2:50.907  B40:00  2:50.587,30000,0.320,Sperm Whale
95518003,16:03.129  B40:00  16:02.809,30000,0.320,Sperm Whale
95518004,16:13.141  B40:00  16:12.821,30000,0.320,Sperm Whale
95518006,16:37.837  B40:00  16:37.517,30000,0.320,Sperm Whale
95518007,16:45.088  B40:00  16:44.768,30000,0.320,Sperm Whale
95518008,20:10.253  B40:00  20:09.933,30000,0.320,Sperm Whale
95519001,0:42.731  B30:00  0:41.963,30000,0.768,Sperm Whale
95519002,1:07.231  B30:00  1:06.357,30000,0.874,Sperm Whale
95519003,1:47.257  B30:00  1:46.446,30000,0.810,Sperm Whale
95519004,2:14.703  B30:00  2:13.871,30000,0.832,Sperm Whale
95519005,4:34.148  B30:00  4:33.828,30000,0.320,Sperm Whale
95519006,4:58.721  B30:00  4:58.401,30000,0.320,Sperm Whale
95519007,8:05.379  B30:00  8:02.264,30000,3.114,Sperm Whale
95519008,8:59.622  B30:00  8:59.302,30000,0.320,Sperm Whale
95519009,8:48.041  B30:00  8:48.361,30000,0.320,Sperm Whale
9551900A,9:47.523  B30:00  9:47.203,30000,0.320,Sperm Whale
9551900C,10:20.515  B30:00  10:20.195,30000,0.320,Sperm Whale
9551900D,10:30.313  B30:00  10:29.993,30000,0.320,Sperm Whale
9551900E,11:12.211  B30:00  11:11.891,30000,0.320,Sperm Whale
9551900F,11:39.801  B30:00  11:39.481,30000,0.320,Sperm Whale
9551900G,11:53.751  B30:00  11:53.431,30000,0.320,Sperm Whale
9551900H,12:23.668  B30:00  12:23.348,30000,0.320,Sperm Whale
9551900I,13:52.852  B30:00  13:52.532,30000,0.320,Sperm Whale
9551900J,14:24.341  B30:00  14:23.807,30000,0.533,Sperm Whale
9551900K,14:52.698  B30:00  14:52.378,30000,0.320,Sperm Whale
9551900L,17:31.069  B30:00  17:30.749,30000,0.320,Sperm Whale
9551900M,17:37.469  B30:00  17:37.149,30000,0.320,Sperm Whale
9551900N,18:40.189  B30:00  18:39.869,30000,0.320,Sperm Whale
9551900O,19:28.189  B30:00  19:27.869,30000,0.320,Sperm Whale
9551900P,19:31.069  B30:00  19:30.749,30000,0.320,Sperm Whale
9551900Q,20:04.125  B30:00  20:03.805,30000,0.320,Sperm Whale
9551900R,20:36.317  B30:00  20:35.997,30000,0.320,Sperm Whale
9551900S,20:37.517  B30:00  20:37.277,30000,0.320,Sperm Whale
9551900T,20:39.837  B30:00  20:39.517,30000,0.320,Sperm Whale
9551900U,20:40.253  B30:00  20:39.933,30000,0.320,Sperm Whale
9551900V,20:40.669  B30:00  20:40.349,30000,0.320,Sperm Whale
9551900W,20:41.789  B30:00  20:41.469,30000,0.320,Sperm Whale
9551900X,20:46.013  B30:00  20:45.693,30000,0.320,Sperm Whale
9551900Y,20:48.125  B30:00  20:47.805,30000,0.320,Sperm Whale
95519010,20:50.141  B30:00  20:49.821,30000,0.320,Sperm Whale
95519011,21:03.645  B30:00  21:03.325,30000,0.320,Sperm Whale
95519016,21:30.845  B30:00  21:30.525,30000,0.320,Sperm Whale
95519017,21:33.405  B30:00  21:33.085,30000,0.320,Sperm Whale
95519018,21:35.421  B30:00  21:35.101,30000,0.320,Sperm Whale
9551901A,21:37.853  B30:00  21:37.533,30000,0.320,Sperm Whale
9551901B,21:46.229  B30:00  21:45.909,30000,0.320,Sperm Whale
9551901C,22:21.641  B30:00  22:21.321,30000,0.320,Sperm Whale
9551901D,22:35.558  B30:00  22:35.238,30000,0.320,Sperm Whale
9551901E,22:36.614  B30:00  22:36.294,30000,0.320,Sperm Whale
9551901F,22:37.213  B30:00  22:36.893,30000,0.320,Sperm Whale
9551901G,22:45.850  B30:00  22:45.530,30000,0.320,Sperm Whale
9551901H,22:52.567  B30:00  22:52.247,30000,0.320,Sperm Whale
9551901I,22:53.527  B30:00  22:53.207,30000,0.320,Sperm Whale
9551901J,23:01.343  B30:00  23:01.023,30000,0.320,Sperm Whale
9551901K,23:17.629  B30:00  23:17.309,30000,0.320,Sperm Whale
9551901L,23:31.875  B30:00  23:31.555,30000,0.320,Sperm Whale
9551901M,23:56.168  B30:00  23:54.376,30000,0.320,Sperm Whale
9551901N,24:04.311  B30:00  24:03.991,30000,0.320,Sperm Whale
9551901O,24:04.311  B30:00  24:03.991,30000,0.320,Sperm Whale
9551901P,24:59.816  B30:00  24:59.496,30000,0.320,Sperm Whale
9551901Q,25:14.462  B30:00  25:13.054,30000,1.408,Sperm Whale
9551901R,25:18.509  B30:00  25:18.189,30000,0.320,Sperm Whale
9551901S,25:27.457  B30:00  25:26.732,30000,0.725,Sperm Whale
9551901T,25:34.136  B30:00  25:33.539,30000,0.597,Sperm Whale
9551901U,25:34.737  B30:00  25:34.246,30000,0.490,Sperm Whale
9551901V,26:1.899  B30:00  26:1.579,30000,0.320,Sperm Whale
9551901W,27:22.602  B30:00  27:22.304,30000,0.298,Sperm Whale
9551901Y,27:24.199  B30:00  27:20.935,30000,3.264,Sperm Whale
9551901Z,27:29.006  B30:00  27:26.510,30000,2.496,Sperm Whale
95519020,27:29.612  B30:00  27:29.292,30000,0.320,Sperm Whale
95519021,27:30.021  B30:00  27:29.701,30000,0.320,Sperm Whale
95519022,27:58.074  B30:00  27:57.029,30000,1.045,Sperm Whale
95519023,28:01.352  B30:00  28:00.776,30000,0.576,Sperm Whale
95519024,28:05.677  B30:00  28:02.178,30000,3.498,Sperm Whale
95519025,28:10.717  B30:00  28:08.521,30000,2.196,Sperm Whale
95519026,28:13.482  B30:00  28:11.519,30000,1.962,Sperm Whale
95519027,28:35.269  B30:00  28:34.949,30000,0.320,Sperm Whale
95519028,28:38.693  B30:00  28:39.013,30000,0.320,Sperm Whale
9551902A,28:55.597  B30:00  28:54.573,30000,1.024,Sperm Whale
9551902B,29:00.289  B30:00  28:59.969,30000,0.320,Sperm Whale
9551902C,29:01.465  B30:00  29:01.145,30000,0.320,Sperm Whale
9551902D,29:05.153  B30:00  29:04.833,30000,0.320,Sperm Whale
9551902E,29:10.167  B30:00  29:09.847,30000,0.320,Sperm Whale
71001001,0  B24:59.904  3:13.787,80000,2.121,Spinner Dolphin
71001002,0  B24:59.904  3:17.195,80000,0.847,Spinner Dolphin
71001003,0  B24:59.904  3:19.117,80000,1.692,Spinner Dolphin
71001004,0  B24:59.904  3:21.470,80000,1.038,Spinner Dolphin
71001005,0  B24:59.904  3:23.187,80000,1.208,Spinner Dolphin
71001006,0  B24:59.904  3:24.927,80000,1.208,Spinner Dolphin
71001007,0  B24:59.904  3:26.156,80000,1.056,Spinner Dolphin
71001008,0  B24:59.904  3:27.407,80000,2.217,Spinner Dolphin
71001009,0  B24:59.904  3:29.690,80000,1.028,Spinner Dolphin
7100100A,0  B24:59.904  3:30.663,80000,0.641,Spinner Dolphin
7100100B,0  B24:59.904  3:31.227,80000,1.707,Spinner Dolphin
7100100C,0  B24:59.904  3:33.943,80000,1.263,Spinner Dolphin
7100100D,0  B24:59.904  3:35.295,80000,2.337,Spinner Dolphin
7100100E,0  B24:59.904  3:37.802,80000,1.064,Spinner Dolphin
7100100F,0  B24:59.904  3:40.573,80000,1.912,Spinner Dolphin
7100100G,0  B24:59.904  3:43.361,80000,2.599,Spinner Dolphin
7100100H,0  B24:59.904  3:47.935,80000,1.603,Spinner Dolphin
7100100I,0  B24:59.904  3:49.819,80000,1.963,Spinner Dolphin
7100100J,0  B24:59.904  3:52.710,80000,1.551,Spinner Dolphin
7100100K,0  B24:59.904  3:54.622,80000,1.528,Spinner Dolphin
7100100L,0  B24:59.904  3:56.157,80000,1.769,Spinner Dolphin
7100100N,0  B24:59.904  3:59.431,80000,1.099,Spinner Dolphin
7100100O,0  B24:59.904  4:01.429,80000,1.150,Spinner Dolphin
7100100P,0  B24:59.904  4:04.320,80000,2.089,Spinner Dolphin
7100100Q,0  B24:59.904  4:06.553,80000,1.774,Spinner Dolphin
7100100R,0  B24:59.904  4:09.473,80000,2.415,Spinner Dolphin
7100100S,0  B24:59.904  4:12.352,80000,1.179,Spinner Dolphin
7100100T,0  B24:59.904  4:13.583,80000,2.106,Spinner Dolphin
7100100U,0  B24:59.904  4:16.079,80000,1.391,Spinner Dolphin
7100100V,0  B24:59.904  4:23.797,80000,0.784,Spinner Dolphin
7100100W,0  B24:59.904  4:26.087,80000,2.335,Spinner Dolphin
7100100X,0  B24:59.904  4:28.789,80000,1.339,Spinner Dolphin
7100100Y,0  B24:59.904  4:33.919,80000,1.351,Spinner Dolphin
7100100Z,0  B24:59.904  4:36.117,80000,1.145,Spinner Dolphin
